iter	Logloss
0	0.6414567857
1	0.5930878712
2	0.5475756444
3	0.5068611121
4	0.4818705901
5	0.4522373316
6	0.4296041807
7	0.4099855272
8	0.3846320898
9	0.3710835081
10	0.3543431971
11	0.3405660094
12	0.3232994252
13	0.3149933548
14	0.3093950572
15	0.299651226
16	0.2897783238
17	0.2812095701
18	0.2747244215
19	0.2636844482
20	0.2548512784
21	0.2450310302
22	0.2416090539
23	0.2332044635
24	0.2258148343
25	0.2196823541
26	0.215579058
27	0.2113522405
28	0.2041737856
29	0.1997655337
30	0.1975374689
31	0.1933067316
32	0.1910224431
33	0.1864526136
34	0.1849674745
35	0.1799541686
36	0.1736415808
37	0.1706145252
38	0.1682284008
39	0.1662790297
40	0.1627753328
41	0.1592286398
42	0.1536014066
43	0.1501407501
44	0.1485709492
45	0.1451920011
46	0.13990902
47	0.136826346
48	0.1350012972
49	0.1313745846
50	0.1280927073
51	0.1254512663
52	0.1219282054
53	0.1190578574
54	0.1165260069
55	0.1139883863
56	0.1121164796
57	0.1098241745
58	0.1073812596
59	0.1041065706
60	0.1012392425
61	0.09947821898
62	0.09635074337
63	0.09481742854
64	0.0935509468
65	0.09083658926
66	0.08866877229
67	0.08691404693
68	0.08468658529
69	0.08277053633
70	0.08161703088
71	0.07971150634
72	0.07861806695
73	0.07733197535
74	0.07644276491
75	0.0753464849
76	0.07352285593
77	0.07107162063
78	0.06966962225
79	0.06846323091
80	0.06683632869
81	0.06626780308
82	0.06510934605
83	0.0639428464
84	0.06305610327
85	0.06290450583
86	0.06157889667
87	0.0602214088
88	0.05840187971
89	0.05649771106
90	0.05551864552
91	0.05394482663
92	0.05289801144
93	0.05119535023
94	0.05015909137
95	0.04943982804
96	0.0486421298
97	0.04762455429
98	0.04676449511
99	0.04588286135
