iter	Logloss
0	0.6322391984
1	0.5807615374
2	0.5313821227
3	0.4811763046
4	0.459579395
5	0.4246721491
6	0.3979732562
7	0.3805113227
8	0.3563446135
9	0.3457301915
10	0.3359960472
11	0.3209967756
12	0.3111188545
13	0.299977021
14	0.2925971566
15	0.2852074413
16	0.2820190958
17	0.2715115609
18	0.2596978954
19	0.25012917
20	0.2416399513
21	0.2327182258
22	0.2289463975
23	0.2189193881
24	0.2132951524
25	0.2090924696
26	0.2021395627
27	0.1978627967
28	0.194563414
29	0.1891469737
30	0.1865479495
31	0.1830626519
32	0.1779360324
33	0.1749569039
34	0.1689457914
35	0.1629227393
36	0.1574655314
37	0.1545359767
38	0.1481669884
39	0.145252724
40	0.1430264351
41	0.1380642855
42	0.1342231751
43	0.1323374304
44	0.1305374034
45	0.1270937939
46	0.1264390525
47	0.1240034785
48	0.1224663298
49	0.120312576
50	0.1172733878
51	0.1148550679
52	0.1139347832
53	0.111572707
54	0.1082016581
55	0.1052555013
56	0.1024198689
57	0.1009479376
58	0.09923839765
59	0.09710564539
60	0.0927916252
61	0.09136623146
62	0.09000374535
63	0.087156077
64	0.08526364371
65	0.08461673541
66	0.08200806044
67	0.07919558777
68	0.07821730497
69	0.07733431255
70	0.07511005187
71	0.07437693611
72	0.07216556654
73	0.07094042004
74	0.06927890581
75	0.0680851245
76	0.06562223833
77	0.06477176317
78	0.06302749079
79	0.06170264445
80	0.06014471449
81	0.05942620491
82	0.05822196227
83	0.05632579641
84	0.05555843351
85	0.05348447815
86	0.05179695487
87	0.0515245134
88	0.05018828496
89	0.04865261165
90	0.0481185553
91	0.04640317954
92	0.04544892015
93	0.04519486431
94	0.04405561226
95	0.04329407213
96	0.04247721595
97	0.041971155
98	0.04090495726
99	0.039812991
