SCHOOL_ID,ABSENCES_FIVE_OR_FEWER_PERCENT_ALL,ABSENCES_SIX_TO_FIFTEEN_PERCENT_ALL,ABSENCES_OVER_15_PERCENT_ALL,ABSENCES_CHRONIC_ABSENT_PERC_ALL,DROPOUT_7-12 Drop Outs -ALL Students,DROPOUT_7-12 Drop Outs -American Indian/Alaskan,DROPOUT_7-12 Drop Outs -Asian/Pacific Islander,DROPOUT_7-12 Drop Outs -Black,DROPOUT_7-12 Drop Outs -Economically Disadvantaged,DROPOUT_7-12 Drop Outs -Female,DROPOUT_7-12 Drop Outs -Hispanic,DROPOUT_7-12 Drop Outs -Male,DROPOUT_7-12 Drop Outs -Multi-Racial,DROPOUT_7-12 Drop Outs -Not Economically Disadvantaged,DROPOUT_7-12 Drop Outs -Students With Disability,DROPOUT_7-12 Drop Outs -Students Without Disability,DROPOUT_7-12 Drop Outs -White,CERTIFICATIONS_Positions_Average Annual Salary_Administrators,CERTIFICATIONS_Positions_Average Annual Salary_PK-12 Teachers,CERTIFICATIONS_Positions_Average Annual Salary_Support Personnel,CERTIFICATIONS_Positions_Average Contract Days_Administrators,CERTIFICATIONS_Positions_Average Contract Days_PK-12 Teachers,CERTIFICATIONS_Positions_Average Contract Days_Support Personnel,CERTIFICATIONS_Positions_Average Daily Salary_Administrators,CERTIFICATIONS_Positions_Average Daily Salary_PK-12 Teachers,CERTIFICATIONS_Positions_Average Daily Salary_Support Personnel,CERTIFICATIONS_Years Experience_Average_Administrators,CERTIFICATIONS_Years Experience_Average_PK-12 Teachers,CERTIFICATIONS_Years Experience_Average_Support Personnel,POVERTY_direct_cert_perc,INEXPERIENCED_Leaders,INEXPERIENCED_Teachers,WAIVED_Teachers,OUT_OF_FIELD_Teachers,GAA_ADEQUATE_PERCENT All Students English Language Arts,GAA_ADEQUATE_PERCENT All Students Mathematics,GAA_ADEQUATE_PERCENT All Students Science,GAA_ADEQUATE_PERCENT All Students Social Studies,GAA_LIMITED_PERCENT All Students English Language Arts,GAA_LIMITED_PERCENT All Students Mathematics,GAA_LIMITED_PERCENT All Students Science,GAA_LIMITED_PERCENT All Students Social Studies,GAA_PARTIAL_PERCENT All Students English Language Arts,GAA_PARTIAL_PERCENT All Students Mathematics,GAA_PARTIAL_PERCENT All Students Science,GAA_PARTIAL_PERCENT All Students Social Studies,GAA_THOROUGH_PERCENT All Students English Language Arts,GAA_THOROUGH_PERCENT All Students Mathematics,GAA_THOROUGH_PERCENT All Students Science,GAA_THOROUGH_PERCENT All Students Social Studies,LEXILE_LEXILE_MID_PERCENT,REVENUE_K-12 Expenditures Debt Services,REVENUE_K-12 Expenditures General Administration,REVENUE_K-12 Expenditures Instruction,REVENUE_K-12 Expenditures Instructional Support,REVENUE_K-12 Expenditures Maintenance and Operations,REVENUE_K-12 Expenditures Media,REVENUE_K-12 Expenditures Pupil Services,REVENUE_K-12 Expenditures Renovation and Capital Projects,REVENUE_K-12 Expenditures School Administration,REVENUE_K-12 Expenditures School food Services,REVENUE_K-12 Expenditures Transportation,INSTN_NAME
6280197,37.6,39.4,23.0,21.2,0.9,,,,,,,1.0,,1.1,,0.7,1.0,102247.87,65903.98,70183.34,214.17,190.71,192.16,477.42,345.58,365.24,19.83,13.7,16.25,7.599999905,27.0,28.0,,,,,,,,,,,,,,,,,,,0.6982591876208898,0.0,0.0,6356.99,50.44,152.42,107.4,226.3,0.0,667.63,0.0,10.14,Woodstock High School
6285050,33.8,37.9,28.3,26.9,2.8,,,,,2.2,3.7,3.3,,3.8,3.8,2.6,2.2,105037.26,66310.89,76418.75,213.57,190.53,192.54,491.81,348.04,396.89,22.14,14.32,19.08,13.60000038,,30.0,,,57.1,57.1,71.4,64.3,7.1,7.1,7.1,7.1,14.3,7.1,21.4,14.3,21.4,28.6,0.0,14.3,0.6096822995461422,0.0,0.0,6118.56,34.86,239.62,83.37,167.43,0.0,556.94,0.0,12.06,Cherokee High School
6290102,19.0,24.8,56.2,57.6,2.7,,,3.7,2.7,2.4,,3.0,,,4.2,2.3,,106012.62,57646.9,62574.15,235.0,191.57,191.18,451.12,300.92,327.31,20.5,11.72,15.78,33.29999924,75.0,44.0,16.0,14.0,,,,,,,,,,,,,,,,,0.3978494623655914,0.0,0.0,6241.71,238.19,857.74,121.19,290.72,0.0,614.98,0.0,0.19,Cedar Shoals High School
6295556,24.5,29.9,45.6,46.5,4.1,,,4.8,4.1,2.6,3.8,5.7,,,6.9,3.6,2.7,106293.33,58792.22,62483.12,230.0,191.56,190.0,462.14,306.92,328.86,22.25,13.01,13.47,25.79999924,56.0,42.0,13.0,11.0,,,,,,,,,,,,,,,,,0.5074626865671642,0.0,0.0,6234.18,132.13,811.43,111.81,312.84,0.0,575.3,0.0,0.11,Clarke Central High School
6310100,55.6,33.2,11.2,9.9,1.5,,,,1.5,,,,,,,,,110504.0,63897.34,76725.0,225.0,190.0,196.67,491.13,336.3,390.13,25.5,14.48,16.67,29.29999924,,45.0,10.0,,50.0,,,,0.0,,,,40.0,,,,10.0,,,,,0.0,0.0,7021.11,153.46,347.03,121.85,97.67,0.0,818.84,0.0,0.0,M. D. Roberts Middle School
6310104,31.0,32.0,37.0,39.0,4.4,,,4.4,4.4,3.7,,5.0,,,6.2,4.1,,117397.4,61338.58,72373.1,225.0,190.54,195.0,521.77,321.91,371.14,18.2,11.94,16.8,34.29999924,20.0,40.0,29.0,15.0,25.0,,43.8,35.7,0.0,,0.0,0.0,56.3,,56.3,42.9,18.8,,0.0,21.4,0.41630901287553645,0.0,0.0,5084.69,64.81,200.99,87.8,124.59,0.0,579.85,0.0,0.0,Mundy's Mill High School
6310106,37.4,35.6,26.9,31.8,6.5,,,6.9,6.5,6.4,,6.7,,,,6.9,,111050.25,61327.58,76324.63,225.0,190.0,196.88,493.56,322.78,387.68,22.0,12.31,18.88,50.79999924,,68.0,28.0,,63.2,52.6,,,0.0,0.0,,,15.8,36.8,,,21.1,10.5,,,,0.0,0.0,5991.82,28.41,182.87,101.45,267.21,0.0,797.85,0.0,0.0,Jonesboro Middle School
6310107,30.4,33.7,35.9,41.1,2.0,,,,2.0,,,,,,,2.0,,110432.67,61068.69,70377.0,225.0,188.69,194.0,490.81,323.65,362.77,19.0,11.12,15.2,46.90000153,,54.0,22.0,13.0,61.5,46.2,,,0.0,0.0,,,23.1,53.8,,,15.4,0.0,,,,0.0,0.0,5174.29,0.0,196.98,151.11,158.42,0.0,666.21,0.0,0.0,Sequoyah Middle School
6310115,23.6,28.4,48.0,51.0,4.6,,,5.1,4.6,3.8,3.5,5.5,,,6.4,4.3,,114356.0,59596.63,81306.22,225.0,190.81,199.44,508.25,312.34,407.66,18.6,10.48,22.33,38.09999847,,59.0,27.0,20.0,,,,,,,,,,,,,,,,,0.3629242819843342,0.0,0.0,5286.89,0.0,214.52,98.0,241.5,0.0,611.86,0.0,0.0,Charles R. Drew High School
6310116,42.8,36.8,20.4,22.4,1.3,,,1.1,1.3,,,1.9,,,,1.3,,98506.5,59904.92,65811.38,225.0,189.05,195.0,437.81,316.88,337.49,14.75,11.51,14.5,38.0,25.0,98.0,15.0,,35.3,52.9,,,0.0,5.9,,,52.9,29.4,,,11.8,11.8,,,,0.0,0.0,5051.06,2.16,147.22,86.83,82.2,0.0,573.18,0.0,0.0,Eddie White Middle School
6310117,45.3,33.7,21.0,22.7,3.0,,,3.6,3.0,,,3.5,,,,3.4,,104206.75,58480.15,69702.33,225.0,190.0,193.33,463.14,307.79,360.53,18.75,10.44,17.33,40.70000076,,49.0,19.0,,26.7,37.5,,,0.0,0.0,,,60.0,62.5,,,13.3,0.0,,,,0.0,0.0,6292.63,120.58,268.63,109.5,137.93,0.0,880.02,0.0,0.0,Morrow Middle School
6310174,37.8,38.0,24.2,26.6,3.3,,,3.9,3.3,4.2,,,,,,2.8,,119570.67,59012.16,79220.25,225.0,190.0,195.0,531.43,310.59,406.26,26.33,11.42,21.75,38.90000153,,48.0,25.0,10.0,,,,,,,,,,,,,,,,,,0.0,0.0,6055.36,0.0,234.56,151.53,119.28,0.0,927.46,0.0,0.0,Mundys Mill Middle School
6310190,35.3,30.6,34.1,34.1,2.5,,,2.4,2.5,2.8,,2.3,,,4.8,2.2,,106604.5,62703.71,76430.22,221.25,191.87,195.56,481.83,326.8,390.84,17.75,13.53,18.44,30.70000076,33.0,42.0,24.0,,45.5,72.7,63.6,54.5,0.0,0.0,0.0,0.0,45.5,27.3,36.4,27.3,9.1,0.0,0.0,18.2,0.33266932270916333,0.0,0.0,4542.12,1.47,209.66,73.7,174.45,0.0,476.05,0.0,0.0,Lovejoy High School
6310197,29.3,35.3,35.4,38.6,1.9,,,,1.9,,,,,,,2.0,,113831.5,59376.67,68699.2,225.0,190.0,194.0,505.92,312.51,354.12,25.25,10.78,19.0,38.40000153,25.0,46.0,19.0,18.0,38.5,69.2,,,0.0,0.0,,,30.8,30.8,,,30.8,0.0,,,,0.0,0.0,6378.06,4.17,228.36,153.4,95.67,0.0,1169.99,0.0,0.0,Kendrick Middle School
6310277,43.6,34.0,22.4,25.7,1.7,,,,1.7,,,,,,,2.0,,112188.33,53584.33,68942.57,225.0,189.95,192.86,498.61,282.1,357.48,22.0,6.33,16.57,45.0,33.0,74.0,45.0,24.0,,,,,,,,,,,,,,,,,,0.0,0.0,5545.35,112.84,222.11,102.27,182.57,0.0,757.23,0.0,0.0,Pointe South Middle School
6310290,38.3,32.3,29.4,31.8,3.8,,,3.4,3.8,3.1,3.6,4.4,,,6.1,3.3,,111121.4,63528.29,70275.38,222.0,191.02,195.0,500.55,332.57,360.39,21.4,14.04,14.75,30.0,25.0,46.0,26.0,14.0,80.0,60.0,50.0,50.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,40.0,10.0,0.0,0.0,10.0,0.3548387096774194,0.0,0.0,5698.99,1.76,201.86,101.26,257.11,0.0,690.08,0.0,0.0,Mount Zion High School
6310377,28.6,29.5,41.9,43.7,4.6,,,4.9,4.6,3.9,4.0,5.3,,,8.6,3.9,,123522.5,62195.49,69595.43,225.0,190.0,195.71,548.99,327.34,355.6,23.75,13.0,13.71,33.40000153,,43.0,20.0,,50.0,58.3,66.7,50.0,0.0,0.0,8.3,0.0,25.0,41.7,25.0,33.3,25.0,0.0,0.0,16.7,0.42245989304812837,0.0,0.0,4804.25,1.56,207.31,111.94,228.81,0.0,582.39,0.0,0.0,Riverdale High School
6310378,22.6,20.5,56.9,64.9,16.6,,,16.1,16.6,14.6,18.3,18.2,,,,17.5,,119480.75,67816.56,70365.17,225.0,190.0,196.67,531.03,356.93,357.79,21.75,17.02,20.17,22.39999962,33.0,59.0,,,,,,,,,,,,,,,,,,,0.19239904988123516,0.0,0.0,5720.42,0.0,236.88,174.04,262.25,0.0,789.05,0.0,0.0,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning
6311054,28.1,29.7,42.2,44.7,5.0,,,4.4,5.0,3.2,5.1,6.6,,,4.7,5.0,,114337.83,62325.28,71226.1,222.5,190.94,196.0,513.88,326.42,363.4,26.17,13.12,16.7,31.60000038,20.0,51.0,18.0,,,,,,,,,,,,,,,,,,0.4159090909090909,0.0,0.0,4701.34,0.0,175.34,66.07,168.8,0.0,544.2,0.0,0.0,Forest Park High School
6311056,27.1,32.1,40.8,43.3,3.8,,,4.3,3.8,3.2,,4.4,,,5.9,3.5,,104907.06,60314.49,74082.33,219.17,190.36,196.67,478.66,316.84,376.69,18.67,11.78,15.5,33.0,20.0,37.0,15.0,,50.0,50.0,27.3,54.5,10.0,0.0,9.1,9.1,40.0,50.0,63.6,36.4,0.0,0.0,0.0,0.0,0.44502617801047123,0.0,0.0,5421.65,66.12,219.11,105.69,233.52,0.0,687.2,0.0,0.0,Jonesboro High School
6312052,39.8,24.5,35.7,40.2,3.5,,,3.4,3.5,2.2,,4.7,,,5.9,3.0,,119827.5,57704.22,69090.0,225.0,189.84,198.5,532.57,303.96,348.06,21.75,9.77,13.13,41.0,25.0,38.0,28.0,,54.5,54.5,81.8,50.0,0.0,0.0,0.0,8.3,27.3,36.4,18.2,33.3,18.2,9.1,0.0,8.3,0.3186119873817035,0.0,0.0,4535.77,0.83,212.13,114.33,193.53,0.0,626.3,0.0,0.0,North Clayton High School
6312054,29.5,35.4,35.1,36.4,3.1,,,5.2,3.1,,,,,,,3.4,,114467.33,57070.59,69287.0,225.0,190.0,194.0,508.74,300.37,357.15,21.0,9.84,16.0,46.90000153,,41.0,27.0,10.0,,,,,,,,,,,,,,,,,,0.0,0.0,5570.57,1.42,192.8,146.59,188.25,0.0,825.0,0.0,0.0,Forest Park Middle School
6313050,36.0,33.6,30.4,30.6,3.5,,,,3.5,3.4,,3.6,,,,3.8,,107625.76,60653.03,64246.5,225.0,190.0,193.33,478.34,319.23,332.31,17.75,11.89,13.67,37.20000076,25.0,38.0,16.0,,45.5,45.5,,,9.1,0.0,,,27.3,45.5,,,18.2,9.1,,,,0.0,0.0,6042.88,123.62,213.79,112.24,152.54,0.0,840.36,0.0,0.0,Babb Middle School
6313052,33.4,37.3,29.3,31.3,3.9,,,4.2,3.9,3.4,,4.4,,,,3.8,,100346.0,57028.27,76174.67,216.25,190.0,196.67,464.03,300.15,387.33,14.25,8.82,18.0,51.70000076,33.0,57.0,36.0,10.0,,,,,,,,,,,,,,,,,,0.0,0.0,5540.78,102.59,186.44,116.32,160.72,0.0,672.09,0.0,0.0,North Clayton Middle School
6313060,52.3,30.5,17.2,20.1,3.7,,,4.2,3.7,4.5,,,,,,4.4,,115488.33,58900.76,74469.17,225.0,190.0,193.33,513.28,310.0,385.19,19.67,10.58,18.33,47.90000153,33.0,71.0,33.0,15.0,35.3,35.3,,,0.0,5.9,,,23.5,35.3,,,41.2,23.5,,,,0.0,0.0,5578.61,166.53,209.15,165.79,120.59,0.0,856.86,0.0,0.0,Riverdale Middle School
6314058,32.9,30.8,36.3,38.0,3.0,,,2.8,3.0,3.0,5.2,3.0,,,,3.0,,114405.0,59587.4,70656.89,225.0,189.13,195.56,508.47,315.06,361.31,20.4,11.99,14.56,30.0,,47.0,14.0,10.0,60.0,50.0,50.0,60.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,40.0,10.0,20.0,20.0,0.0,0.45665961945031713,0.0,0.0,4548.29,55.2,210.77,75.58,89.42,0.0,533.17,0.0,0.0,Morrow High School
6330101,48.9,34.1,17.0,17.5,1.2,,,,,1.2,,1.2,,0.8,,1.0,,106190.24,75598.55,72454.06,213.0,189.62,188.0,498.55,398.68,385.39,22.5,16.78,14.63,9.0,40.0,16.0,,12.0,,,,,,,,,,,,,,,,,0.665948275862069,0.0,21.83,6867.08,87.85,519.82,97.94,132.7,0.0,619.69,0.0,47.91,Kennesaw Mountain High School
6330103,32.6,39.1,28.2,28.3,2.5,,,,5.7,2.5,3.9,2.5,,1.8,5.1,2.0,2.3,104649.55,73155.7,66336.13,213.0,188.24,187.81,491.31,388.63,353.21,21.17,14.09,13.83,9.0,50.0,33.0,,10.0,,,,,,,,,,,,,,,,,0.6430678466076696,0.0,2.86,6414.09,7.96,729.0,103.91,197.89,0.0,875.04,0.0,1.84,Kell High School
6330175,41.7,42.1,16.2,14.0,0.5,,,,,,,,,0.5,,0.5,,112736.09,75625.8,76214.13,212.29,188.13,188.47,531.06,401.98,404.38,22.71,16.57,16.33,1.399999976,,18.0,,,,,,,,,,,,,,,,,,,0.9284525790349417,0.0,1.29,5953.41,9.96,472.6,80.8,116.7,0.0,620.39,0.0,2.05,Walton High School
6330188,39.9,40.5,19.6,17.1,0.6,,,,,,,,,,,,,110106.21,76190.93,79515.3,213.0,188.31,189.54,516.93,404.6,419.52,23.83,16.84,14.71,1.799999952,17.0,24.0,,10.0,,,,,,,,,,,,,,,,,0.859375,0.0,27.53,6617.37,4.93,570.76,63.83,181.64,0.0,715.92,0.0,0.0,Pope High School
6330192,38.0,42.3,19.7,16.0,1.0,,,,,0.9,,1.0,,0.9,,0.7,0.8,111265.38,74040.01,74860.15,214.0,188.18,188.47,519.93,393.45,397.2,22.0,16.03,17.63,2.599999905,10.0,20.0,,,,,,,,,,,,,,,,,,,0.8474903474903475,0.0,1.41,5856.62,10.03,627.66,76.15,114.84,0.0,618.57,0.0,0.0,Harrison High School
6330202,20.7,36.7,42.6,44.6,2.5,,,2.9,2.5,2.7,,2.3,,2.5,,2.1,,108947.41,68281.75,76300.56,215.5,188.5,188.57,505.56,362.24,404.62,24.5,11.72,14.0,34.40000153,75.0,44.0,,,37.9,51.7,,,0.0,0.0,,,13.8,27.6,,,48.3,20.7,,,,0.0,0.0,5758.38,1.03,446.73,108.73,52.5,0.0,712.25,0.0,3.36,Lindley Middle School
6330209,42.7,39.3,18.0,16.4,1.9,,,,6.3,1.7,,2.1,,1.5,,1.7,1.7,110611.91,73677.89,67110.62,214.0,189.36,188.0,516.88,389.08,356.97,22.8,16.04,16.75,4.699999809,,21.0,10.0,,,,,,,,,,,,,,,,,,0.7077625570776256,0.0,0.04,6510.73,6.95,596.56,88.11,186.41,0.0,685.31,0.0,0.0,Allatoona High School
6330290,35.3,40.8,23.9,23.6,5.8,,,6.4,5.7,4.5,,6.9,,5.8,,5.6,,107977.09,68596.42,80097.12,215.5,188.23,188.0,501.05,364.44,426.05,22.25,11.76,17.8,23.29999924,25.0,51.0,,,60.0,28.0,40.0,10.0,0.0,0.0,0.0,0.0,24.0,56.0,40.0,60.0,16.0,16.0,20.0,30.0,,0.0,2.43,6387.94,1.09,603.66,108.4,33.57,0.0,840.69,0.0,14.83,Campbell Middle School
6330294,34.0,39.2,26.7,28.4,1.9,,,,,,,,,,,,,100169.54,71760.93,80458.5,215.5,188.51,189.0,464.82,380.68,425.71,22.75,13.66,18.25,24.70000076,25.0,38.0,,,36.7,35.7,36.4,27.3,3.3,0.0,0.0,0.0,20.0,28.6,9.1,9.1,40.0,35.7,54.5,63.6,,0.0,0.18,8042.44,7.19,482.53,169.0,77.61,0.0,880.08,0.0,1.88,Smitha Middle School
6330373,35.0,37.5,27.5,27.4,3.6,,,4.9,6.2,3.1,4.9,4.0,,3.0,4.5,3.4,2.1,108163.14,70383.06,83847.4,213.0,189.33,188.0,507.81,371.75,446.0,21.67,13.83,16.83,10.19999981,17.0,35.0,13.0,10.0,50.0,60.0,70.0,40.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,30.0,40.0,20.0,10.0,30.0,0.6324435318275154,0.0,8.39,6126.43,7.29,554.69,91.28,173.75,0.0,672.68,0.0,0.0,Sprayberry High School
6330407,35.9,41.6,22.5,23.3,1.5,,,,,,,,,,,,,113265.18,73740.96,73470.28,218.0,188.14,190.5,519.57,391.94,385.67,24.67,15.4,13.75,19.0,,21.0,,10.0,30.8,38.5,,,0.0,0.0,,,0.0,0.0,,,69.2,61.5,,,,0.0,1.93,7170.92,5.27,595.55,180.53,2.17,0.0,790.31,0.0,0.0,Barber Middle School
6330502,40.3,37.5,22.2,22.7,1.8,,,1.9,,,,,,,,2.0,,106608.09,67111.49,74134.79,215.5,188.62,188.0,494.7,355.81,394.33,17.25,11.71,15.29,27.5,,34.0,12.0,13.0,54.5,72.7,,,0.0,0.0,,,36.4,18.2,,,9.1,9.1,,,,0.0,0.52,6214.49,6.52,523.25,146.33,62.38,0.0,700.6,0.0,4.81,Cooper Middle School
6330707,47.2,38.5,14.3,13.1,0.8,,,,,0.8,,0.8,,0.7,,0.9,1.1,101207.59,73783.56,80490.4,212.29,189.05,188.44,476.75,390.28,427.13,21.57,15.59,16.44,5.5,29.0,25.0,,10.0,,,,,,,,,,,,,,,,,0.7661016949152543,0.0,19.73,6218.7,6.47,450.27,118.72,146.23,0.0,620.88,0.0,0.1,Hillgrove High School
6330807,100.0,0.0,0.0,0.0,16.9,,,,17.5,21.4,,,,,15.5,,,112067.0,59549.09,71464.33,198.0,198.0,198.0,565.99,300.75,360.93,14.0,14.85,17.33,100.0,,43.0,,34.0,,,,,,,,,,,,,,,,,,0.0,0.0,28468.11,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,Devereux Ackerman Academy
6330808,52.3,24.1,23.6,36.8,12.3,,,9.5,14.9,12.7,17.5,11.9,17.2,11.1,11.9,12.4,12.5,109009.25,75605.43,73286.23,214.0,190.94,188.57,509.39,395.97,388.64,21.4,14.86,12.71,20.0,,77.0,,,,,,,,,,,,,,,,,,,0.45414847161572053,0.0,0.0,3955.2,64.41,320.06,92.73,51.56,0.0,1020.75,0.0,0.0,Cobb Horizon High School
6330816,31.4,37.3,31.2,30.8,5.3,,,,5.0,7.1,5.2,3.6,,5.6,,5.4,,74840.42,63508.26,72164.7,215.5,189.03,188.67,347.29,335.96,382.5,17.5,9.63,12.17,30.29999924,50.0,98.0,,,53.8,46.2,,,7.7,0.0,,,23.1,38.5,,,15.4,15.4,,,,0.0,0.0,6348.36,5.7,477.08,153.52,61.19,0.0,680.44,0.0,0.0,Pearson Middle School
6331054,36.3,37.2,26.5,28.1,2.9,,,2.2,4.4,2.1,5.1,3.9,,2.4,3.2,2.9,2.1,107642.58,70449.0,87746.01,209.0,189.62,188.0,515.04,371.53,466.73,21.5,13.79,20.7,16.70000076,30.0,39.0,11.0,,16.7,18.2,50.0,66.7,25.0,9.1,10.0,8.3,8.3,27.3,30.0,25.0,50.0,45.5,10.0,0.0,0.614010989010989,0.0,11.62,6647.26,9.28,535.41,104.48,100.32,0.0,700.22,0.0,69.56,Campbell High School
6331056,34.1,37.8,28.1,29.5,1.2,,,,,,,,,,,,,108353.71,73291.05,72894.17,214.0,188.31,186.53,506.33,389.2,390.8,24.4,15.26,18.5,21.39999962,40.0,37.0,,,36.4,54.5,,,0.0,0.0,,,9.1,0.0,,,54.5,45.5,,,,0.0,0.51,6781.65,3.57,357.77,124.02,29.6,0.0,756.98,0.0,4.26,East Cobb Middle School
6331060,29.9,35.7,34.4,35.3,2.8,,,,3.3,,3.7,3.4,,,,2.8,,100384.11,64477.62,73794.18,215.5,188.7,188.67,465.82,341.69,391.13,15.75,11.47,15.57,35.09999847,75.0,53.0,22.0,12.0,38.7,54.8,60.0,,9.7,9.7,10.0,,22.6,32.3,30.0,,29.0,3.2,0.0,,,0.0,0.0,6200.63,6.69,527.55,157.22,56.52,0.0,776.1,0.0,0.0,Garrett Middle School
6331064,37.0,36.9,26.2,26.9,3.1,,,2.9,4.4,2.8,3.4,3.5,,2.5,4.0,3.0,,106600.18,72276.48,70519.98,209.25,189.13,189.07,509.44,382.16,372.98,25.5,14.73,11.82,19.70000076,25.0,27.0,10.0,,,,,,,,,,,,,,,,,,0.5121107266435986,0.0,32.18,6398.36,7.82,685.83,61.1,117.09,0.0,667.31,0.0,8.75,McEachern High School
6331069,43.4,33.1,23.5,24.3,2.7,,,3.8,5.6,1.8,3.6,3.4,,1.9,5.3,2.4,,101668.47,70477.07,74656.05,211.75,189.16,188.44,480.13,372.57,396.17,18.25,12.7,13.11,12.5,,40.0,,,,,,,,,,,,,,,,,,,0.6070110701107011,0.0,3.37,6610.6,56.13,702.08,79.28,130.2,0.0,609.01,0.0,90.12,Wheeler High School
6332056,37.8,37.1,25.1,24.8,2.1,,,2.0,3.3,1.6,2.4,2.7,,1.9,3.5,1.9,2.4,105765.15,73116.78,76667.8,211.75,188.91,187.54,499.48,387.04,408.81,21.0,15.56,14.0,11.10000038,13.0,20.0,,,30.8,38.5,30.8,23.1,0.0,0.0,7.7,0.0,38.5,30.8,38.5,46.2,30.8,30.8,23.1,30.8,0.6363636363636364,0.0,1.79,6435.9,5.56,533.55,62.38,120.0,0.0,659.38,0.0,62.41,North Cobb High School
6332066,29.4,35.9,34.8,37.0,7.0,,,5.4,7.8,6.2,7.6,7.8,,6.6,7.8,6.9,6.9,103693.32,67805.76,77987.82,211.75,190.56,190.79,489.7,355.82,408.77,26.38,12.64,15.35,21.60000038,25.0,39.0,14.0,,18.2,81.8,90.9,54.5,0.0,0.0,0.0,0.0,9.1,0.0,9.1,0.0,72.7,18.2,0.0,45.5,0.42784380305602715,0.0,16.35,6233.88,191.69,475.27,82.45,173.68,0.0,728.18,0.0,2.2,Osborne High School
6332560,42.7,38.6,18.7,19.9,2.0,,,,,,,,,,,2.0,,100761.25,69330.62,73583.88,214.0,188.75,189.14,470.85,367.32,389.04,18.2,11.9,11.14,16.89999962,60.0,58.0,,,,,,,,,,,,,,,,,,,,0.0,2.85,7227.04,1.3,533.91,89.25,38.36,0.0,921.45,0.0,0.0,Griffin Middle School
6333056,37.7,33.3,28.9,30.0,4.1,,,3.3,5.3,2.6,5.1,5.6,,3.4,4.1,4.1,6.9,101039.77,73747.91,82201.42,211.33,189.19,188.0,478.11,389.81,437.24,18.22,14.23,17.08,21.0,38.0,33.0,10.0,15.0,,,,,,,,,,,,,,,,,0.5485961123110151,0.0,2.09,7311.55,70.27,694.17,150.17,131.03,0.0,781.69,0.0,83.21,South Cobb High School
6334066,25.0,32.1,42.9,44.6,8.1,,,6.7,9.6,7.6,10.1,8.7,,7.1,9.4,7.9,,98934.2,71012.27,77863.89,214.0,189.09,188.59,462.31,375.54,412.88,17.0,13.26,15.35,25.70000076,33.0,36.0,12.0,16.0,33.3,53.3,57.1,66.7,0.0,0.0,0.0,0.0,0.0,26.7,42.9,6.7,66.7,20.0,0.0,26.7,0.43897996357012753,0.0,0.38,6520.83,66.36,414.52,117.99,112.14,0.0,668.59,0.0,58.25,Pebblebrook High School
6335058,32.7,36.2,31.1,30.8,1.6,,,,,,,,,,,,,110729.87,67988.59,77485.23,215.5,189.21,188.95,513.83,359.33,410.08,25.5,12.1,17.27,27.5,,63.0,10.0,,56.0,56.0,,,4.0,4.0,,,8.0,24.0,,,32.0,16.0,,,,0.0,0.52,7118.42,6.92,597.19,165.17,66.52,0.0,895.49,0.0,21.72,Floyd Middle School
6340195,19.3,34.7,46.0,43.0,2.1,,,,2.1,,,3.3,,,,1.6,2.2,87130.66,57001.69,70112.12,223.05,196.93,203.93,390.64,289.45,343.8,24.44,12.59,19.15,28.70000076,75.0,41.0,12.0,12.0,,,,,,,,,,,,,,,,,0.5380281690140845,0.0,0.0,6968.33,282.54,526.78,127.5,974.35,0.0,850.33,0.0,0.0,Coffee County High School
6340308,31.5,43.3,25.2,25.0,2.6,,,,2.6,,,3.7,,,,2.5,,91134.0,53064.99,53859.78,220.0,194.73,193.15,414.25,272.5,278.84,16.5,11.35,13.8,42.90000153,,58.0,26.0,34.0,,,,,,,,,,,,,,,,,,0.0,0.0,5395.5,232.54,377.96,234.78,528.39,0.0,421.07,0.0,0.0,George Washington Carver Freshman Campus
6351554,19.3,37.6,43.2,40.6,2.7,,,3.0,2.7,2.1,2.5,3.3,,,4.7,2.4,2.9,87750.01,57555.38,63325.17,194.98,189.81,190.0,450.04,303.23,333.29,21.82,15.4,18.06,32.5,29.0,50.0,,19.0,40.0,50.0,90.0,70.0,10.0,10.0,10.0,10.0,40.0,30.0,0.0,20.0,10.0,10.0,0.0,0.0,0.5338983050847458,0.0,1.64,6507.55,132.8,269.54,138.47,803.82,0.0,876.96,0.0,0.0,Colquitt County High School
6360112,28.5,41.6,29.9,28.8,1.6,,,,,1.2,,1.9,,2.1,,1.5,2.9,94476.31,62092.9,71922.45,213.08,191.43,200.32,443.39,324.37,359.04,20.0,11.98,16.67,11.80000019,33.0,34.0,11.0,,,,,,,,,,,,,,,,,,0.571150097465887,0.0,0.0,5753.17,63.24,209.41,66.63,113.83,0.0,554.06,6.24,14.19,Grovetown High School
