SCHOOL_ID,ABSENCES_FIVE_OR_FEWER_PERCENT_ALL,ABSENCES_SIX_TO_FIFTEEN_PERCENT_ALL,ABSENCES_OVER_15_PERCENT_ALL,ABSENCES_CHRONIC_ABSENT_PERC_ALL,DROPOUT_7-12 Drop Outs -ALL Students,DROPOUT_7-12 Drop Outs -American Indian/Alaskan,DROPOUT_7-12 Drop Outs -Asian/Pacific Islander,DROPOUT_7-12 Drop Outs -Black,DROPOUT_7-12 Drop Outs -Economically Disadvantaged,DROPOUT_7-12 Drop Outs -Female,DROPOUT_7-12 Drop Outs -Hispanic,DROPOUT_7-12 Drop Outs -Male,DROPOUT_7-12 Drop Outs -Multi-Racial,DROPOUT_7-12 Drop Outs -Not Economically Disadvantaged,DROPOUT_7-12 Drop Outs -Students With Disability,DROPOUT_7-12 Drop Outs -Students Without Disability,DROPOUT_7-12 Drop Outs -White,CERTIFICATIONS_Positions_Average Annual Salary_Administrators,CERTIFICATIONS_Positions_Average Annual Salary_PK-12 Teachers,CERTIFICATIONS_Positions_Average Annual Salary_Support Personnel,CERTIFICATIONS_Positions_Average Contract Days_Administrators,CERTIFICATIONS_Positions_Average Contract Days_PK-12 Teachers,CERTIFICATIONS_Positions_Average Contract Days_Support Personnel,CERTIFICATIONS_Positions_Average Daily Salary_Administrators,CERTIFICATIONS_Positions_Average Daily Salary_PK-12 Teachers,CERTIFICATIONS_Positions_Average Daily Salary_Support Personnel,CERTIFICATIONS_Years Experience_Average_Administrators,CERTIFICATIONS_Years Experience_Average_PK-12 Teachers,CERTIFICATIONS_Years Experience_Average_Support Personnel,POVERTY_direct_cert_perc,INEXPERIENCED_Leaders,INEXPERIENCED_Teachers,WAIVED_Teachers,OUT_OF_FIELD_Teachers,GAA_ADEQUATE_PERCENT All Students English Language Arts,GAA_ADEQUATE_PERCENT All Students Mathematics,GAA_ADEQUATE_PERCENT All Students Science,GAA_ADEQUATE_PERCENT All Students Social Studies,GAA_LIMITED_PERCENT All Students English Language Arts,GAA_LIMITED_PERCENT All Students Mathematics,GAA_LIMITED_PERCENT All Students Science,GAA_LIMITED_PERCENT All Students Social Studies,GAA_PARTIAL_PERCENT All Students English Language Arts,GAA_PARTIAL_PERCENT All Students Mathematics,GAA_PARTIAL_PERCENT All Students Science,GAA_PARTIAL_PERCENT All Students Social Studies,GAA_THOROUGH_PERCENT All Students English Language Arts,GAA_THOROUGH_PERCENT All Students Mathematics,GAA_THOROUGH_PERCENT All Students Science,GAA_THOROUGH_PERCENT All Students Social Studies,LEXILE_LEXILE_MID_PERCENT,REVENUE_K-12 Expenditures Debt Services,REVENUE_K-12 Expenditures General Administration,REVENUE_K-12 Expenditures Instruction,REVENUE_K-12 Expenditures Instructional Support,REVENUE_K-12 Expenditures Maintenance and Operations,REVENUE_K-12 Expenditures Media,REVENUE_K-12 Expenditures Pupil Services,REVENUE_K-12 Expenditures Renovation and Capital Projects,REVENUE_K-12 Expenditures School Administration,REVENUE_K-12 Expenditures School food Services,REVENUE_K-12 Expenditures Transportation,INSTN_NAME
6360183,24.7,36.3,38.9,35.4,2.2,,,,,2.0,,2.4,,3.0,,1.7,2.9,103195.86,62941.4,72444.82,215.71,191.84,200.06,478.39,328.09,362.11,24.5,13.32,12.89,15.5,38.0,42.0,,,,,,,,,,,,,,,,,,,0.5091575091575091,0.0,0.0,6087.44,105.21,427.29,121.08,160.59,0.0,754.36,5.79,15.69,Harlem High School
6360189,24.9,40.0,35.1,30.7,0.8,,,,,,,0.9,,1.0,,0.8,1.0,94544.6,66447.44,74555.13,205.4,191.14,199.77,460.3,347.63,373.2,14.6,15.58,17.73,9.5,60.0,33.0,,,,,,,,,,,,,,,,,,,0.718,0.0,0.0,6026.01,67.8,312.27,86.13,121.9,0.0,541.18,4.51,13.2,Lakeside High School
6364050,28.6,39.2,32.2,30.4,2.0,,,,,,,3.2,,2.5,,2.0,2.4,92548.0,65229.83,74479.87,211.0,190.95,200.6,438.62,341.6,371.29,19.2,14.9,20.36,9.699999809,60.0,30.0,,,,,,,,,,,,,,,,,,,0.6400817995910021,0.0,0.0,6035.43,67.37,308.67,81.99,122.54,0.0,571.28,7.02,10.29,Evans High School
6380196,31.7,42.2,26.1,22.9,2.1,,,,,1.6,,2.6,,1.8,,1.9,1.7,91100.71,67330.47,72220.64,224.29,190.54,197.05,406.18,353.36,366.52,19.0,17.79,16.88,6.900000095,52.0,16.0,,,,,,,,,,,,,,,,,,,0.6897321428571429,0.0,0.0,6473.16,1.27,446.1,126.42,274.1,0.0,794.6,3.9,0.0,Northgate High School
6380301,33.8,41.3,25.0,24.5,2.2,,,,,,,,,,,,,87976.67,63157.19,75838.62,210.0,190.0,192.14,418.94,332.41,394.7,13.67,13.41,16.33,34.5,67.0,36.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,6356.84,30.55,711.17,177.14,340.23,0.0,993.49,8.0,0.0,Smokey Road Middle School
6380389,22.9,38.3,38.8,34.8,2.4,,,2.9,4.5,2.2,3.9,2.7,,2.0,3.2,2.3,1.9,96307.78,64832.76,78230.9,225.56,190.31,198.97,426.98,340.66,393.18,18.33,14.54,19.08,12.19999981,39.0,23.0,,,,,,,,,,,,,,,,,,,0.5939323220536756,0.0,0.0,5621.6,1.04,260.63,70.55,219.32,0.0,473.8,2.11,0.0,East Coweta High School
6385054,30.7,40.2,29.1,27.6,2.0,,,3.2,2.9,1.6,,2.3,,1.7,4.9,1.6,1.6,95683.38,61742.93,70797.82,225.0,190.39,195.44,425.26,324.3,362.25,25.63,12.24,16.25,18.60000038,32.0,36.0,11.0,,,,,,,,,,,,,,,,,,0.5660714285714286,0.0,0.0,6323.41,35.67,448.33,101.47,266.87,0.0,648.52,3.81,0.0,Newnan High School
6390193,30.3,41.3,28.3,28.3,4.9,,,,,4.2,,5.6,,6.2,,4.8,4.8,88127.4,57337.15,69108.3,206.92,192.42,193.33,425.91,297.98,357.46,30.25,15.0,25.0,24.20000076,,44.0,10.0,12.0,,,,,,,,,,,,,,,,,0.46938775510204084,0.0,10.32,7972.03,79.9,809.26,189.49,699.15,0.0,745.35,0.0,0.0,Crawford County High School
6390202,35.7,39.2,25.1,23.5,3.5,,,,,,,,,,,,,79760.66,56846.6,69849.61,214.29,191.07,194.3,372.22,297.51,359.5,23.67,15.09,22.0,37.0,44.0,34.0,15.0,,50.0,58.3,,,0.0,0.0,,,8.3,33.3,,,41.7,8.3,,,,0.0,14.38,6574.86,40.57,577.15,133.74,547.42,0.0,990.09,0.0,0.0,Crawford County Middle School
6400196,24.7,31.0,44.4,41.3,4.4,,,5.2,4.4,3.6,,5.2,,,,4.6,3.2,96296.91,60367.74,66112.08,229.0,195.42,211.64,420.51,308.91,312.38,23.0,13.82,18.8,36.0,71.0,32.0,,,,,,,,,,,,,,,,,,,0.325,0.0,0.0,5824.03,91.73,139.29,191.26,625.55,0.0,913.54,0.0,0.0,Crisp County High School
6410195,22.6,44.3,33.0,28.6,2.4,,,,,,,,,2.1,,2.1,2.3,87748.86,59311.8,71083.86,210.73,191.42,199.89,416.39,309.85,355.62,24.33,15.06,20.67,16.89999962,29.0,52.0,13.0,12.0,,,,,,,,,,,,,,,,,0.4966442953020134,0.0,0.0,6981.41,49.52,671.81,179.64,344.06,0.0,926.12,0.0,0.0,Dade County High School
6420198,37.0,38.4,24.7,23.5,1.3,,,,,,,,,,,,,96540.5,68510.09,81373.76,209.76,192.53,197.72,460.24,355.84,411.57,24.17,18.77,21.56,13.10000038,34.0,23.0,13.0,11.0,,,,,,,,,,,,,,,,,0.6150793650793651,0.0,0.0,7434.72,418.02,871.1,131.64,423.33,0.0,960.33,0.0,4.0,Dawson County High School
6430116,47.6,19.7,32.7,51.7,8.3,,,,8.3,,,8.8,,,,9.6,12.9,82982.0,32776.5,,210.0,190.0,,395.15,172.51,,23.0,19.0,,44.40000153,100.0,50.0,,82.0,,,,,,,,,,,,,,,,,,0.0,0.0,3089.83,0.0,1812.97,0.0,746.26,0.0,884.32,0.0,0.0,New Beginning Learning Center
6433050,21.6,36.0,42.5,41.3,1.2,,,,1.2,1.4,,,,,,1.0,2.2,85509.03,59897.57,60626.42,214.63,192.4,207.13,398.41,311.32,292.7,23.0,17.58,15.67,32.29999924,,26.0,,,,,,,,,,,,,,,,,,,0.39344262295081966,0.0,0.0,6181.6,23.94,751.94,72.13,664.32,0.0,727.8,0.0,0.0,Bainbridge High School
6440103,28.4,31.1,40.6,42.2,4.5,,,4.1,4.5,3.3,,5.6,,,7.1,4.0,,99522.0,67554.59,80074.78,218.5,192.32,193.79,455.48,351.26,413.21,21.33,13.87,21.53,37.70000076,33.0,31.0,13.0,10.0,25.0,54.5,63.6,45.5,8.3,0.0,0.0,0.0,25.0,9.1,18.2,18.2,41.7,36.4,18.2,36.4,0.3787465940054496,0.0,0.0,5677.65,2.79,474.07,99.6,490.99,0.0,801.46,0.0,0.0,"Martin Luther King, Jr. High School"
6440105,25.7,30.9,43.4,47.7,6.8,,,6.4,6.8,5.4,,8.2,,,9.2,6.4,,107847.75,70654.83,76123.59,221.25,191.19,192.59,487.45,369.54,395.27,24.25,16.44,20.0,42.09999847,,22.0,10.0,,30.0,50.0,60.0,40.0,10.0,10.0,10.0,20.0,40.0,30.0,30.0,20.0,20.0,10.0,0.0,20.0,0.403921568627451,0.0,0.0,6597.28,3.44,566.88,93.75,332.5,0.0,690.85,0.0,0.0,Miller Grove High School
6440172,26.8,28.7,44.5,44.6,5.7,,,5.4,5.7,4.8,,6.6,,,6.5,5.5,,102202.25,65965.08,82549.08,221.25,191.96,194.64,461.93,343.64,424.1,20.0,11.75,23.0,41.20000076,75.0,34.0,15.0,,,,,,,,,,,,,,,,,,0.2841726618705036,0.0,0.0,5942.43,1.77,500.13,106.17,380.31,0.0,687.7,0.0,0.0,Cedar Grove High School
6440176,27.3,31.2,41.5,45.3,6.2,,,5.4,6.2,5.5,,6.9,,,8.1,5.9,,112378.25,68461.54,76836.79,221.25,192.11,193.26,507.92,356.36,397.58,24.0,12.54,18.67,39.29999924,50.0,36.0,11.0,,,,,,,,,,,,,,,,,,0.27053140096618356,0.0,0.0,6131.24,2.21,822.81,133.87,461.41,0.0,870.72,0.0,0.0,Redan High School
6440189,39.6,38.0,22.4,23.4,2.6,,,,,2.6,4.3,2.7,,2.5,,2.3,,99918.2,64370.21,70339.8,219.6,190.3,193.74,455.0,338.26,363.05,18.6,11.94,14.54,14.80000019,67.0,44.0,,,9.1,27.8,,,27.3,11.1,,,36.4,50.0,,,27.3,11.1,,,,0.0,0.0,6274.4,1.42,396.5,83.61,315.21,0.0,667.33,0.0,0.0,Peachtree Middle School
6440193,53.1,31.0,15.9,17.9,4.4,,,4.6,4.4,5.3,,3.7,,,,4.0,,100080.75,67105.79,76424.13,221.25,190.0,193.06,452.34,353.19,395.86,22.5,14.0,19.0,40.29999924,25.0,47.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,6554.42,5.28,677.97,130.32,610.31,0.0,949.34,0.0,0.0,Chapel Hill Middle School
6440200,34.7,31.9,33.4,34.5,2.1,,,2.1,2.1,,,,,,,2.1,,109663.25,64382.69,81751.43,221.25,190.0,193.0,495.65,338.86,423.58,29.0,11.45,21.0,50.20000076,25.0,55.0,20.0,,50.0,50.0,,,5.6,5.6,,,27.8,33.3,,,16.7,11.1,,,,0.0,0.0,6657.88,2.66,749.3,175.06,579.55,0.0,1062.72,0.0,0.0,Cedar Grove Middle School
6440201,38.0,35.1,26.9,31.7,5.5,,4.8,5.9,5.5,5.3,,5.6,,,,5.4,,116043.25,67996.14,76047.36,221.25,191.71,192.08,524.49,354.68,395.91,26.25,14.23,18.36,47.70000076,,32.0,,,56.3,50.0,,,0.0,0.0,,,18.8,50.0,,,25.0,0.0,,,,0.0,0.0,6759.79,75.0,332.84,106.63,421.14,0.0,774.8,0.0,0.0,Freedom Middle School
6440202,26.9,31.0,42.1,44.3,5.9,,,5.6,5.9,6.3,,5.5,,,8.2,5.4,,100488.0,68109.16,78420.24,219.6,191.89,192.88,457.6,354.94,406.57,20.2,13.36,17.3,38.90000153,20.0,42.0,10.0,,38.5,46.2,38.5,53.8,23.1,15.4,23.1,15.4,7.7,30.8,30.8,15.4,30.8,7.7,7.7,15.4,0.3303303303303303,0.0,0.0,5863.3,2.7,370.68,86.19,322.42,0.0,649.42,0.0,0.0,Lithonia High School
6440203,29.8,35.0,35.2,37.7,5.2,,,5.6,5.2,3.9,,6.5,,,,5.0,,104054.25,66155.11,81932.44,221.25,190.0,192.94,470.3,348.18,424.65,21.25,12.19,22.11,48.0,,56.0,,,70.4,66.7,73.3,73.3,3.7,0.0,0.0,0.0,14.8,29.6,13.3,6.7,11.1,3.7,13.3,20.0,,0.0,0.0,5635.87,3.27,462.37,88.46,340.51,0.0,685.72,0.0,0.0,Lithonia Middle School
6440205,31.7,38.5,29.9,33.2,4.8,,,4.8,4.8,,,5.9,,,,4.0,,101543.25,66890.78,79298.95,221.25,190.0,193.66,458.95,352.06,409.48,21.5,13.94,18.0,50.90000153,25.0,44.0,,14.0,55.6,72.2,,,0.0,0.0,,,22.2,22.2,,,22.2,5.6,,,,0.0,0.0,6303.65,2.73,756.79,167.27,589.25,0.0,984.95,0.0,0.0,Redan Middle School
6440276,22.2,27.5,50.3,53.4,8.1,,,8.9,8.1,4.7,,11.2,,,11.4,7.6,,104773.0,66226.1,76098.37,221.25,191.26,193.26,473.55,346.26,393.76,20.75,12.03,14.67,40.20000076,50.0,56.0,10.0,,27.3,36.4,36.4,9.1,0.0,0.0,9.1,0.0,45.5,45.5,45.5,63.6,27.3,18.2,9.1,27.3,0.37547892720306514,0.0,0.0,5520.98,3.23,469.63,91.56,372.65,0.0,697.68,0.0,0.0,Stone Mountain High School
6440290,32.4,36.5,31.2,32.5,4.6,,,,4.6,3.7,4.6,5.3,,,8.6,4.1,,101620.67,64417.73,72810.91,218.5,190.0,192.0,465.08,339.04,379.22,23.0,11.46,17.23,28.0,,43.0,,,47.6,47.6,,,0.0,0.0,,,38.1,28.6,,,14.3,23.8,,,,0.0,0.0,5237.31,2.81,312.93,19.57,277.0,0.0,480.49,0.0,0.0,Sequoyah Middle School
6440291,39.7,34.5,25.8,29.1,6.0,,,5.8,6.0,5.3,,6.7,,,,6.1,,102802.75,66902.47,79076.25,221.25,190.83,196.41,464.65,350.58,402.6,22.75,14.54,18.91,46.70000076,25.0,47.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,6156.9,3.97,395.98,114.97,577.51,0.0,772.94,0.0,0.0,Salem Middle School
6440301,17.2,32.5,50.3,53.8,6.0,,,5.5,6.0,5.0,,7.0,,,,5.6,,108945.75,64015.67,76691.82,221.25,190.64,194.46,492.41,335.79,394.39,23.25,9.71,18.0,56.70000076,25.0,67.0,,,30.0,20.0,,,10.0,10.0,,,20.0,40.0,,,40.0,30.0,,,,0.0,0.0,6672.81,2.79,738.08,162.4,627.62,0.0,1165.84,0.0,0.0,Columbia Middle School
6440397,38.1,35.9,26.0,27.3,1.6,,,1.6,1.6,,,2.8,,,,1.7,,111523.75,69239.16,81442.99,221.25,190.42,195.77,504.06,363.62,416.02,23.0,15.41,26.09,35.79999924,13.0,36.0,,,52.2,43.5,,,0.0,0.0,,,34.8,43.5,,,13.0,13.0,,,,0.0,0.0,6979.5,0.0,540.76,151.03,569.24,0.0,889.38,0.0,0.0,Stephenson Middle School
6440401,23.0,33.3,43.7,46.0,2.7,,,3.3,2.7,,,3.6,,,,2.7,,107937.25,66469.67,76500.76,221.25,190.0,192.63,487.85,349.84,397.14,22.25,13.47,17.5,53.0,25.0,45.0,12.0,13.0,48.0,32.0,,,0.0,4.0,,,20.0,32.0,,,32.0,32.0,,,,0.0,0.0,5899.55,5.44,596.38,121.24,682.16,0.0,1060.25,0.0,0.0,Mary McLeod Bethune Middle School
6440406,57.0,32.4,10.6,11.2,1.9,,,,,,,,,1.9,,2.1,,107944.75,64402.8,70820.09,221.25,190.0,194.11,487.89,338.96,364.85,27.0,12.72,13.63,11.80000019,25.0,30.0,13.0,10.0,,,,,,,,,,,,,,,,,,0.0,0.0,5943.79,0.0,492.63,125.64,360.9,0.0,890.51,0.0,0.0,Chamblee Middle School
6440497,32.5,35.9,31.6,31.8,4.6,,,4.4,4.4,3.9,,5.3,,5.0,7.5,4.2,,110645.6,70675.49,78820.5,219.6,191.27,192.36,503.85,369.51,409.75,24.2,15.09,21.83,31.79999924,20.0,28.0,12.0,,,,,,,,,,,,,,,,,,0.4124629080118694,0.0,0.0,5852.08,1.51,519.71,98.22,360.79,0.0,774.08,0.0,0.47,Stephenson High School
6440500,30.3,34.2,35.4,73.3,10.8,,,11.0,10.8,,,11.8,,,,11.0,,126179.33,71339.87,79291.02,224.0,190.0,195.88,563.3,375.47,404.8,31.67,15.83,20.17,56.79999924,,12.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,65018.09,0.0,14829.8,2355.94,8241.9,0.0,14736.99,0.0,0.0,DeKalb Alternative School
6440503,100.0,0.0,0.0,0.0,55.8,,,60.5,,,,59.1,,57.1,55.8,,,108938.4,70617.94,96859.51,246.0,196.85,231.45,442.84,358.74,418.49,24.0,18.6,22.91,5.599999905,,,,,,,,,,,,,,,,,,,,,,0.0,9205.24,15225.51,0.0,0.0,0.0,7.11,0.0,0.0,0.0,0.0,East DeKalb Special Education Center
6440506,29.4,36.2,34.3,40.7,3.5,,,3.3,3.5,2.8,,4.2,,,,3.6,,112011.25,66490.25,80415.34,221.25,191.19,192.88,506.27,347.77,416.91,25.5,13.15,21.8,48.29999924,25.0,56.0,15.0,,30.4,31.8,,,4.3,9.1,,,30.4,31.8,,,34.8,27.3,,,,0.0,0.0,5826.65,5.5,467.87,104.63,450.56,0.0,753.25,0.0,0.0,Stone Mountain Middle School
6440597,36.6,36.9,26.5,29.5,3.5,,,3.7,3.5,4.6,,,,,,2.9,,99870.25,66864.23,84918.67,221.25,190.49,196.55,451.39,351.01,432.04,21.75,14.5,22.5,54.20000076,,34.0,,11.0,37.5,50.0,,,0.0,0.0,,,6.3,12.5,,,56.3,37.5,,,,0.0,0.0,6641.95,5.21,533.29,160.2,700.72,0.0,878.41,0.0,0.0,Miller Grove Middle School
6440605,44.7,34.7,20.7,22.1,2.4,,,2.3,2.5,,,3.3,,2.4,,2.5,,105623.2,64548.04,67363.17,219.6,190.03,192.65,480.98,339.68,349.66,24.0,11.26,14.5,31.79999924,,48.0,10.0,11.0,50.0,50.0,,,6.3,0.0,,,12.5,43.8,,,31.3,6.3,,,,0.0,0.0,5823.31,0.0,424.94,93.54,352.43,0.0,771.88,0.0,0.0,Tucker Middle School
6440707,100.0,0.0,0.0,0.0,12.6,,,,,,,,,,,,,103825.45,59614.76,65261.1,240.0,212.31,189.2,432.61,280.79,344.93,28.5,11.29,29.0,69.40000153,91.0,50.0,25.0,72.0,,,,,,,,,,,,,,,,,,0.0,0.0,13592.28,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,UHS of Laurel Heights
6440797,35.0,36.7,28.3,28.5,1.8,,,,2.5,,,2.1,,,,1.4,,102353.6,68379.54,79919.53,219.6,190.0,192.29,466.09,359.89,415.62,23.4,14.56,19.77,22.0,,28.0,,,50.0,31.8,,,0.0,0.0,,,40.9,63.6,,,9.1,4.5,,,,0.0,0.0,5165.1,1.37,386.47,73.78,396.09,0.0,659.75,0.0,0.0,Henderson Middle School
6440810,31.0,40.0,29.0,57.6,29.4,,,29.5,25.0,28.1,30.0,30.3,,31.4,42.6,27.8,,123935.25,73642.02,81949.4,221.25,190.15,193.39,560.16,387.28,423.76,33.5,20.39,24.56,13.30000019,25.0,23.0,,,,,,,,,,,,,,,,,,,0.23595505617977527,0.0,0.0,18450.4,0.0,1740.84,506.72,2441.01,0.0,3735.37,0.0,0.0,Elizabeth Andrews High School
6440897,35.5,40.3,24.2,23.4,3.2,,,3.9,4.5,3.6,,2.9,,2.4,,3.4,,107715.75,67581.91,76417.55,221.25,190.0,197.32,486.85,355.69,387.27,25.75,15.55,17.89,24.5,,22.0,,,26.3,31.6,,,5.3,5.3,,,47.4,63.2,,,21.1,0.0,,,,0.0,0.0,7522.24,2.12,490.16,114.33,523.86,0.0,883.14,0.0,0.0,Druid Hills Middle School
6441050,31.5,48.8,19.7,14.6,7.2,,,,,8.4,,,,,,7.7,,110963.5,67270.1,71819.4,223.0,191.91,189.28,497.59,350.53,379.43,26.5,14.22,17.57,21.70000076,,62.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,7198.52,3.38,512.72,220.4,453.88,0.0,634.01,0.0,0.0,DeKalb Elementary School of the Arts
6441057,29.4,32.5,38.0,39.1,4.3,,,4.5,4.3,5.2,,3.5,,,,4.0,,110477.66,64413.34,78766.28,221.25,192.23,194.09,499.33,335.08,405.83,27.5,12.48,17.77,60.29999924,25.0,44.0,14.0,10.0,50.0,43.8,,,6.3,0.0,,,6.3,12.5,,,37.5,43.8,,,,0.0,0.0,5297.75,6.97,665.49,134.9,660.27,0.0,903.73,0.0,0.0,McNair Middle School
6441070,37.5,39.2,23.4,21.3,4.6,,5.3,3.0,4.1,3.9,8.5,5.2,,5.0,7.1,4.3,6.5,111052.83,68459.65,76023.01,218.5,190.57,194.6,508.25,359.25,390.67,25.5,14.79,15.08,24.39999962,17.0,43.0,,,,,,,,,,,,,,,,,,,0.4909090909090909,0.0,0.0,6075.71,1.2,480.96,75.91,380.14,0.0,689.29,0.0,0.0,Tucker High School
6442054,15.1,24.3,60.6,61.6,10.7,,,10.6,10.7,9.9,,11.4,,,10.9,10.7,,104168.25,66487.34,75012.88,221.25,192.37,192.59,470.82,345.62,389.5,20.5,11.26,17.58,48.79999924,,42.0,19.0,,37.5,68.8,87.5,43.8,0.0,0.0,0.0,0.0,25.0,25.0,12.5,25.0,37.5,6.3,0.0,31.3,0.3465346534653465,0.0,0.0,6567.64,6.23,576.86,109.69,578.23,0.0,857.56,0.0,0.0,Columbia High School
6442055,24.8,36.2,39.0,36.4,6.1,,8.1,7.5,7.1,5.2,5.9,6.9,,5.6,6.3,6.0,3.4,102498.8,66237.56,74698.45,219.6,191.77,192.68,466.75,345.41,387.68,21.8,13.0,18.1,14.30000019,,30.0,10.0,,,,,,,,,,,,,,,,,,0.5572755417956656,0.0,0.0,6233.58,1.53,348.63,68.45,468.78,0.0,722.78,0.0,0.0,Druid Hills High School
6443060,37.1,37.0,25.9,26.4,4.3,,,2.9,4.9,4.5,7.3,4.2,,4.1,5.5,4.2,2.0,102205.29,67712.09,77088.57,217.71,190.35,193.12,469.45,355.73,399.17,24.29,14.3,21.64,12.80000019,43.0,31.0,,,,,,,,,,,,,,,,,,,0.631004366812227,0.0,0.0,5384.36,0.0,347.24,62.84,303.35,0.0,612.69,0.0,0.0,Lakeside High School
6443070,24.7,27.1,48.2,52.6,12.1,,,11.9,12.1,10.7,,13.7,,,13.4,11.8,,103500.91,66375.2,81314.39,219.6,192.04,201.11,471.32,345.62,404.32,22.4,11.38,18.67,55.20000076,20.0,48.0,23.0,10.0,,,,,,,,,,,,,,,,,0.33884297520661155,0.0,0.0,5815.31,155.1,996.45,141.46,743.56,0.0,1087.16,0.0,0.0,McNair High School
6444053,29.9,32.7,37.4,40.2,6.2,,5.8,6.2,6.2,5.1,,7.1,,,7.1,6.1,,107819.4,68739.03,71546.83,219.6,192.72,191.53,490.98,356.68,373.55,23.6,15.06,15.06,34.90000153,,26.0,11.0,,36.4,45.5,36.4,63.6,0.0,0.0,0.0,0.0,45.5,45.5,54.5,36.4,18.2,9.1,9.1,0.0,0.28173374613003094,0.0,0.0,5951.25,53.55,392.01,80.24,367.77,0.0,601.37,0.0,0.0,Clarkston High School
6444054,16.4,29.9,53.8,54.2,9.5,,,,7.2,7.8,10.2,11.1,,12.4,12.8,9.2,,106025.86,67107.87,72370.17,222.43,191.42,191.97,476.67,350.58,376.99,21.43,13.07,16.85,25.29999924,29.0,46.0,10.0,,,,,,,,,,,,,,,,,,0.2918918918918919,0.0,0.0,5400.28,3.26,329.36,61.74,349.94,0.0,705.58,0.0,0.0,Cross Keys High School
6444069,27.8,26.3,45.9,48.4,6.9,,,7.2,6.9,5.6,,8.1,,,7.2,6.8,,102033.75,65783.79,74315.55,221.25,191.84,194.8,461.17,342.91,381.5,20.25,10.94,17.25,47.0,25.0,59.0,20.0,12.0,,,,,,,,,,,,,,,,,0.34782608695652173,0.0,0.0,5951.64,5.12,778.55,121.76,527.16,0.0,908.15,0.0,0.0,Towers High School
6445052,44.0,33.2,22.8,21.4,3.9,,,4.8,4.3,3.3,6.8,4.4,,3.7,7.4,3.5,,102846.0,68718.61,72682.16,218.5,190.92,192.65,470.69,359.94,377.27,19.83,14.5,15.55,11.0,33.0,33.0,,,,,,,,,,,,,,,,,,,0.7255813953488373,0.0,0.0,5094.94,1.09,304.9,70.51,288.11,0.0,609.56,0.0,0.0,Chamblee Charter High School
6445055,28.1,43.3,28.6,26.9,2.7,,,4.1,3.7,2.1,5.1,3.2,,2.5,,2.8,,102026.0,68220.0,66639.92,218.5,190.36,191.61,466.94,358.37,347.78,21.33,14.48,15.58,8.399999619,23.0,27.0,,,,,,,,,,,,,,,,,,,0.6350806451612904,0.0,0.0,5376.08,0.0,311.92,61.55,302.8,0.0,612.23,0.0,0.0,Dunwoody High School
6445067,32.1,33.0,34.9,35.7,4.9,,,4.5,4.9,3.6,,6.2,,,,5.1,,111171.75,72266.97,71083.98,221.25,192.98,193.51,502.47,374.48,367.34,25.0,16.66,17.63,35.90000153,,41.0,12.0,,,,,,,,,,,,,,,,,,0.5111111111111111,0.0,0.0,5946.45,1.61,591.74,89.26,379.15,0.0,705.62,0.0,0.0,Southwest DeKalb High School
6450103,35.8,39.4,24.8,24.1,1.1,,,,1.1,,,,,,,,,83756.97,57458.1,66415.14,217.42,191.47,203.33,385.23,300.09,326.63,25.17,13.59,19.0,28.60000038,23.0,33.0,13.0,15.0,,,,,,,,,,,,,,,,,0.4581005586592179,0.0,5.36,5778.22,146.65,27.47,129.71,669.9,0.0,500.44,0.0,0.0,Dodge County High School
6450292,43.0,17.0,40.0,54.0,24.2,,,,24.2,,,23.2,,,,25.4,25.0,71675.79,53076.62,,200.0,190.0,,358.38,279.35,,10.0,14.67,,54.79999924,100.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3760.84,0.0,0.0,0.0,447.3,0.0,2465.95,0.0,0.0,DAC (Dodge County Achievement Center)
6471058,26.7,31.1,42.1,41.8,4.3,,,4.4,4.3,4.3,,4.3,,,,4.3,,93232.25,52734.94,63779.89,214.5,191.84,200.59,434.65,274.88,317.96,19.67,11.52,14.44,54.0,20.0,37.0,,28.0,10.0,20.0,15.0,5.0,0.0,0.0,5.0,5.0,20.0,5.0,5.0,10.0,70.0,75.0,75.0,80.0,0.271356783919598,0.0,0.0,4093.96,308.23,702.86,98.25,292.76,0.0,935.47,0.0,0.0,Monroe High School
6472052,27.6,30.6,41.8,41.3,1.1,,,0.9,1.1,,,,,,,1.0,,87936.55,55426.69,67962.78,218.14,191.24,201.21,403.11,289.83,337.77,16.57,14.13,16.6,50.0,60.0,34.0,,24.0,53.8,61.5,38.5,30.8,0.0,0.0,7.7,0.0,30.8,38.5,53.8,46.2,15.4,0.0,0.0,23.1,0.17435897435897435,0.0,0.0,4149.68,192.48,574.89,81.26,334.48,0.0,775.17,0.0,0.0,Dougherty Comprehensive High School
6474062,27.3,34.3,38.3,37.4,1.4,,,1.2,1.4,,,2.0,,,,1.4,,94184.0,55748.99,74837.68,211.17,190.94,205.0,446.02,291.97,365.06,20.83,14.57,21.55,36.5,40.0,30.0,,11.0,,,,,,,,,,,,,,,,,0.45768025078369906,0.0,0.0,3855.44,264.92,378.06,86.5,262.37,0.0,683.42,0.0,0.0,Westover High School
