iter	Logloss
0	0.6335049888
1	0.5700032971
2	0.5264027013
3	0.4803559576
4	0.4378727905
5	0.4093805062
6	0.3838544988
7	0.3651603587
8	0.3453216257
9	0.3287274626
10	0.3121286931
11	0.2934889079
12	0.2810058884
13	0.2727327478
14	0.2622819452
15	0.2536910781
16	0.2467667173
17	0.2423339692
18	0.2338357913
19	0.22520084
20	0.2160678335
21	0.2089801624
22	0.2019003395
23	0.1974371528
24	0.1939419978
25	0.1909529453
26	0.1857949484
27	0.1810840596
28	0.1764160639
29	0.170839454
30	0.1658352057
31	0.161159412
32	0.1579593425
33	0.151678477
34	0.1437306762
35	0.1405682149
36	0.1364781198
37	0.1345479269
38	0.1322457946
39	0.1274889011
40	0.1251649621
41	0.1222702631
42	0.1187277912
43	0.1161623368
44	0.1136406081
45	0.1116615488
46	0.1098595806
47	0.1084492419
48	0.1062920622
49	0.1050287069
50	0.1038870692
51	0.1015114537
52	0.09925875268
53	0.09808486421
54	0.09593042812
55	0.09402284873
56	0.09308702299
57	0.09002431699
58	0.08810733098
59	0.08582250274
60	0.08475295086
61	0.08249329701
62	0.08103768332
63	0.07888752222
64	0.07696048961
65	0.07638503644
66	0.0746783773
67	0.07311320869
68	0.07149147571
69	0.07010271003
70	0.06952640404
71	0.06755045641
72	0.06608342698
73	0.06485796018
74	0.06346740996
75	0.06172721063
76	0.06035352009
77	0.05852037432
78	0.05737165242
79	0.0557831759
80	0.0540670757
81	0.05317901185
82	0.05151113758
83	0.05117458479
84	0.04975906802
85	0.04868167067
86	0.04766440296
87	0.04715061609
88	0.04626959156
89	0.0449779129
90	0.04481293598
91	0.043419438
92	0.04221639448
93	0.04208048646
94	0.04154127852
95	0.04080231356
96	0.03988592712
97	0.03976614676
98	0.03900521255
99	0.03796265905
